PurchaseID,FunctionID,LoanItemID,EmployeeID,,Concat
200,1,99,1,,"200,1,99,1"
201,1,190,2,,"201,1,190,2"
202,1,3,2,,"202,1,3,2"
203,1,80,4,,"203,1,80,4"
204,1,150,2,,"204,1,150,2"
205,1,415,1,,"205,1,415,1"
206,1,361,2,,"206,1,361,2"
207,1,368,4,,"207,1,368,4"
208,1,363,3,,"208,1,363,3"
209,1,460,1,,"209,1,460,1"
210,1,150,2,,"210,1,150,2"
211,1,270,4,,"211,1,270,4"
212,1,41,1,,"212,1,41,1"
213,1,143,1,,"213,1,143,1"
214,1,385,2,,"214,1,385,2"
215,1,150,2,,"215,1,150,2"
216,1,499,1,,"216,1,499,1"
217,1,330,2,,"217,1,330,2"
218,1,99,4,,"218,1,99,4"
219,1,281,5,,"219,1,281,5"
220,1,450,1,,"220,1,450,1"
221,1,3,5,,"221,1,3,5"
222,1,184,1,,"222,1,184,1"
223,1,387,3,,"223,1,387,3"
224,1,261,5,,"224,1,261,5"
225,1,359,2,,"225,1,359,2"
226,1,156,1,,"226,1,156,1"
227,1,220,1,,"227,1,220,1"
228,1,409,1,,"228,1,409,1"
229,1,372,4,,"229,1,372,4"
230,1,220,2,,"230,1,220,2"
231,1,332,2,,"231,1,332,2"
232,1,32,4,,"232,1,32,4"
233,1,245,4,,"233,1,245,4"
234,1,279,4,,"234,1,279,4"
235,1,450,3,,"235,1,450,3"
236,1,361,4,,"236,1,361,4"
237,1,184,2,,"237,1,184,2"
238,1,71,3,,"238,1,71,3"
239,1,76,5,,"239,1,76,5"
240,1,153,3,,"240,1,153,3"
241,1,285,4,,"241,1,285,4"
242,1,120,2,,"242,1,120,2"
243,1,13,1,,"243,1,13,1"
244,1,72,1,,"244,1,72,1"
245,1,195,4,,"245,1,195,4"
246,1,461,1,,"246,1,461,1"
247,1,395,2,,"247,1,395,2"
248,1,41,4,,"248,1,41,4"
249,1,165,2,,"249,1,165,2"
250,1,459,3,,"250,1,459,3"
251,1,462,5,,"251,1,462,5"
252,1,476,2,,"252,1,476,2"
253,1,469,5,,"253,1,469,5"
254,1,413,2,,"254,1,413,2"
255,1,65,4,,"255,1,65,4"
256,1,192,5,,"256,1,192,5"
257,1,251,5,,"257,1,251,5"
258,1,404,4,,"258,1,404,4"
259,1,79,3,,"259,1,79,3"
260,1,395,1,,"260,1,395,1"
261,1,156,4,,"261,1,156,4"
262,1,16,2,,"262,1,16,2"
263,1,285,4,,"263,1,285,4"
264,1,37,4,,"264,1,37,4"
265,1,150,2,,"265,1,150,2"
266,1,225,5,,"266,1,225,5"
267,1,348,5,,"267,1,348,5"
268,1,86,1,,"268,1,86,1"
269,1,48,1,,"269,1,48,1"
270,1,76,2,,"270,1,76,2"
271,1,498,5,,"271,1,498,5"
272,1,48,5,,"272,1,48,5"
273,1,150,1,,"273,1,150,1"
274,1,409,5,,"274,1,409,5"
275,1,406,4,,"275,1,406,4"
276,1,206,4,,"276,1,206,4"
277,1,409,4,,"277,1,409,4"
278,1,297,4,,"278,1,297,4"
279,1,33,5,,"279,1,33,5"
280,1,434,1,,"280,1,434,1"
281,1,25,3,,"281,1,25,3"
282,1,168,3,,"282,1,168,3"
283,1,97,3,,"283,1,97,3"
284,1,33,5,,"284,1,33,5"
285,1,411,4,,"285,1,411,4"
286,1,150,4,,"286,1,150,4"
287,1,2,2,,"287,1,2,2"
288,1,18,1,,"288,1,18,1"
289,1,2,4,,"289,1,2,4"
290,1,406,3,,"290,1,406,3"
291,1,434,1,,"291,1,434,1"
292,1,237,2,,"292,1,237,2"
293,1,196,1,,"293,1,196,1"
294,1,316,4,,"294,1,316,4"
295,1,65,5,,"295,1,65,5"
296,1,196,2,,"296,1,196,2"
297,1,384,2,,"297,1,384,2"
298,1,296,4,,"298,1,296,4"
299,1,287,4,,"299,1,287,4"
300,1,408,1,,"300,1,408,1"
301,1,192,1,,"301,1,192,1"
302,1,136,1,,"302,1,136,1"
303,1,288,5,,"303,1,288,5"
304,1,242,1,,"304,1,242,1"
305,1,156,5,,"305,1,156,5"
306,1,415,3,,"306,1,415,3"
307,1,150,2,,"307,1,150,2"
308,1,355,1,,"308,1,355,1"
309,1,143,5,,"309,1,143,5"
310,1,206,3,,"310,1,206,3"
311,1,326,3,,"311,1,326,3"
312,1,434,2,,"312,1,434,2"
313,1,464,2,,"313,1,464,2"
314,1,336,3,,"314,1,336,3"
315,1,127,5,,"315,1,127,5"
316,1,27,4,,"316,1,27,4"
317,1,348,5,,"317,1,348,5"
318,1,90,2,,"318,1,90,2"
319,1,446,2,,"319,1,446,2"
320,1,453,2,,"320,1,453,2"
321,1,252,2,,"321,1,252,2"
322,1,105,1,,"322,1,105,1"
323,1,292,3,,"323,1,292,3"
324,1,13,4,,"324,1,13,4"
325,1,132,1,,"325,1,132,1"
326,1,136,4,,"326,1,136,4"
327,1,33,4,,"327,1,33,4"
328,1,83,3,,"328,1,83,3"
329,1,270,1,,"329,1,270,1"
330,1,164,1,,"330,1,164,1"
331,1,150,5,,"331,1,150,5"
332,1,143,4,,"332,1,143,4"
333,1,174,5,,"333,1,174,5"
334,1,3,1,,"334,1,3,1"
335,1,99,4,,"335,1,99,4"
336,1,19,3,,"336,1,19,3"
337,1,145,5,,"337,1,145,5"
338,1,334,5,,"338,1,334,5"
339,1,426,5,,"339,1,426,5"
340,1,362,5,,"340,1,362,5"
